"AccSpeciesID","species","TraitID","traitname","OrigUnitStr","n_samples","mean_value","all_numeric","text_values","reference","sd_value","min_value","max_value"
909,"Achillea millefolium",14,"Leaf nitrogen (N) content per leaf dry mass","mmol/g",3,3.81226886904762,TRUE,NA,"Loveys, B. R., L. J. Atkinson, D. J. Sherlock, R. L. Roberts, A. H. Fitter, and O. K. Atkin. 2003. Thermal acclimation of leaf and root respiration: an investigation comparing inherently fast- and slow-growing plant species. Global Change Biology 9:895-910.",0.357436061603262,3.60535714285714,4.225
909,"Achillea millefolium",152,"Leaf palatability","",7,NA,FALSE,"6; eaten; prefered food","Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.; Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.",NA,NA,NA
909,"Achillea millefolium",18,"Plant height","m",1,0.15,TRUE,NA,"Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.",NA,0.15,0.15
909,"Achillea millefolium",679,"Plant palatability","",10,NA,FALSE,"Low; Slight; Medium; No; None","Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",NA,NA,NA
909,"Achillea millefolium",33,"Seed (seedbank) longevity","text",49,NA,FALSE,"present; transient; short-term persistent; long-term persistent; >1","Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.; unpub.",NA,NA,NA
909,"Achillea millefolium",33,"Seed (seedbank) longevity","year",289,NA,FALSE,"1-5 yrs; 0; 5; 1; 0.5; 20","Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.; Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",NA,NA,NA
909,"Achillea millefolium",33,"Seed (seedbank) longevity","years",7,4.28571428571429,TRUE,NA,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",7.08788369247798,1,20
909,"Achillea millefolium",26,"Seed dry mass","(mg)",14,0.136428571428571,TRUE,NA,"Garnier, E., S. Lavorel, P. Ansquer, H. Castro, P. Cruz, J. Dolezal, O. Eriksson, C. Fortunel, H. Freitas, C. Golodets, K. Grigulis, C. Jouany, E. Kazakou, J. Kigel, M. Kleyer, V. Lehsten, J. Leps, T. Meier, R. Pakeman, M. Papadimitriou, V. P. Papanastasis, H. Quested, F. Quetier, M. Robson, C. Roumet, G. Rusch, C. Skarpe, M. Sternberg, J.-P. Theau, A. Thebault, D. Vile, and M. P. Zarovali. 2007. Assessing the effects of land-use change on plant traits, communities and ecosystem functioning in grasslands: A standardized methodology and lessons from an application to 11 European sites. Annals of Botany 99:967-985.",0.0135460143767274,0.122,0.16
909,"Achillea millefolium",26,"Seed dry mass","1/pound",2,3131915,TRUE,NA,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",395842.618748916,2852012,3411818
909,"Achillea millefolium",26,"Seed dry mass","g / 1000 seeds",33,0.219909090909091,TRUE,NA,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).; Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014; Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).",0.179235767153972,0.05,1.1
909,"Achillea millefolium",26,"Seed dry mass","g/1000",39,0.173038325641026,TRUE,NA,"Schroeder-Georgi, T., Wirth, C., Nadrowski, K., Meyer, S. T., Mommer, L. and Weigelt, A. (2016), From pots to plots: hierarchical trait-based prediction of plant performance in a mesic grassland. J Ecol, 104: 206–218. doi:10.1111/1365-2745.12489; Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)",0.167540404176579,0.05,1.1
909,"Achillea millefolium",26,"Seed dry mass","g/100seeds",3,0.0157,TRUE,NA,"Maskova T., Herben T. (2021) Interspecific differences in maternal support in herbaceous plants: CNP contents in seeds varies to match expected nutrient limitation of seedlings. Oikos, 130, 1715–1725. https://doi.org/10.1111/oik.08186",0,0.0157,0.0157
909,"Achillea millefolium",26,"Seed dry mass","mg",51,0.136327629235294,TRUE,NA,"Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.; unpub.; Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.; Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.; Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396.; Laughlin, D. C., J. J. Leppert, M. M. Moore, and C. H. Sieg. 2010. A multi-trait test of the leaf-height-seed plant strategy scheme with 133 species from a pine forest flora. Functional Ecology 24:493-501.; Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.; Gos P., Loucougaray G., Colace MP., Arnoldi C., Gaucherand S., Dumazel D., Girard L., Delorme S., Lavorel S. (2016) Oecologia 180:1001 doi:10.1007/s00442-016-3551-3; Tavsanoglu C. & Pausas J.G. 2018. A functional trait database for Mediterranean Basin plants. Scientific Data 5:180135. http://dx.doi.org/10.1038/sdata.2018.135; Zirbel CR, Bassett T, Grman E, Brudvig LA (2017) Plant functional traits and environmental conditions shape community assembly and ecosystem functioning during restoration. Journal of Applied Ecology 54(4): 1070-1079. https://doi.org/10.1111/1365-2664.12885 Zirbel CR, Basset T, Grman E, Brudvig LA (2017) Data from: Plant functional traits and environmental conditions shape community assembly and ecosystem functioning during restoration. Dryad Digital Repository. https://doi.org/10.5061/dryad.2175q",0.0574965287936132,0.05,0.4
909,"Achillea millefolium",27,"Seed length","mm",21,1.85679519595238,TRUE,NA,"Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.; Schroeder-Georgi, T., Wirth, C., Nadrowski, K., Meyer, S. T., Mommer, L. and Weigelt, A. (2016), From pots to plots: hierarchical trait-based prediction of plant performance in a mesic grassland. J Ecol, 104: 206–218. doi:10.1111/1365-2745.12489",0.286174750904931,1.4,2.5
909,"Achillea millefolium",349,"Seed shape","mm",1,0.13139834252398,TRUE,NA,"Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.",NA,0.13139834252398,0.13139834252398
909,"Achillea millefolium",239,"Seed width","mm",17,0.739437792941177,TRUE,NA,"Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.; Schroeder-Georgi, T., Wirth, C., Nadrowski, K., Meyer, S. T., Mommer, L. and Weigelt, A. (2016), From pots to plots: hierarchical trait-based prediction of plant performance in a mesic grassland. J Ecol, 104: 206–218. doi:10.1111/1365-2745.12489",0.165321225144202,0.6,1.05
1833,"Agropyron cristatum",14,"Leaf nitrogen (N) content per leaf dry mass","%",198,2.47080772813737,TRUE,NA,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.; Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180; Vergutz, L., S. Manzoni, A. Porporato, R.F. Novais, and R.B. Jackson. 2012. A Global Database of Carbon and Nutrient Concentrations of Green and Senesced Leaves. Data set. Available on-line [http://daac.ornl.gov] from Oak Ridge National Laboratory Distributed Active Archive Center, Oak Ridge, Tennessee, U.S.A. http://dx.doi.org/10.3334/ORNLDAAC/1106; de Frutos A, Teresa Navarro, Yolanda Pueyo, Concepción L. Alados (2015) Inferring Resilience to Fragmentation-Induced Changes in Plant Communities in a Semi-Arid Mediterranean Ecosystem DOI: 10.1371/journal.pone.0118837 ; Yu Q., Elser J.J., He N., Wu H., Chen Q., Zhang G., Han X. (2011) Stoichiometric homeostasis of vascular plants in the Inner Mongolia grassland. Oecologia 166:1 doi:10.1007/s00442-010-1902-z; Maire V, Ian J. Wright, I. Colin Prentice, Niels H. Batjes, Radika Bhaskar, Peter M. van Bodegom, Will K. Cornwell, David Ellsworth, Ülo Niinemets, Alejandro Ordoñez, Peter B. Reich, Louis S. Santiago (2015). Global soil and climate effects on leaf photosynthetic traits and rates. Global Ecology and Biogeography 24(6): 706-717. Maire V, Wright IJ, Prentice IC, Batjes NH, Bhaskar R, van Bodegom PM, Cornwell WK, Ellsworth D, Niinemets Ü, Ordoñez A, Reich PB, Santiago LS (2015) Data from: Global effects of soil and climate on leaf photosynthetic traits and rates. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.j42m7; unpub.",0.47782423226116,0.831,3.7975
1833,"Agropyron cristatum",14,"Leaf nitrogen (N) content per leaf dry mass","g/kg",8,22.2492021777411,TRUE,NA,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180; Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",3.47039530199283,17.6,26.34
1833,"Agropyron cristatum",14,"Leaf nitrogen (N) content per leaf dry mass","mg/g",3,16.6461111111111,TRUE,NA,"Han, W. X., J. Y. Fang, D. L. Guo, and Y. Zhang. 2005. Leaf nitrogen and phosphorus stoichiometry across 753 terrestrial plant species in China. New Phytologist 168:377-385.; Wenxuan Han, Yahan Chen, Fang-Jie Zhao, Luying Tang, Rongfeng Jiang and Fusuo Zhang, 2012, Floral, climatic and soil pH controls on leaf ash content in China’s terrestrial plants. Global Ecology and Biogeography, DOI: 10.1111/j.1466-8238.2011.00677.x; unpub.",2.41813537745586,15.25,19.4383333333333
1833,"Agropyron cristatum",18,"Plant height","m",1,0.3,TRUE,NA,"Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.",NA,0.3,0.3
1833,"Agropyron cristatum",679,"Plant palatability","",5,NA,FALSE,"None; Low; Medium; No","Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",NA,NA,NA
1833,"Agropyron cristatum",26,"Seed dry mass","1/pound",1,311200,TRUE,NA,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",NA,311200,311200
1833,"Agropyron cristatum",26,"Seed dry mass","g / 1000 seeds",18,5.82777777777778,TRUE,NA,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).; Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014; Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).",5.8679995143706,1.5,17.4
1833,"Agropyron cristatum",26,"Seed dry mass","g/1000",10,4.16064,TRUE,NA,"Royal Botanic Gardens Kew. (2019) Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (06 2019)",5.33483678875621,0.894,17.4
