"AccSpeciesID","species","TraitID","traitname","OrigUnitStr","n_samples","mean_value","all_numeric","text_values","reference","sd_value","min_value","max_value"
2840,"Alopecurus arundinaceus",26,"Seed dry mass","mg",4,0.364045,TRUE,NA,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.; Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396.",0.0739528324902659,0.3,0.42818
209186,"Boechera divaricarpa",679,"Plant palatability","",5,NA,FALSE,"None; Low; No","Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",NA,NA,NA
209186,"Boechera divaricarpa",26,"Seed dry mass","1/pound",1,5e+05,TRUE,NA,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",NA,5e+05,5e+05
209186,"Boechera divaricarpa",26,"Seed dry mass","g / 1000 seeds",6,0.22,TRUE,NA,"Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014; Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).",0,0.22,0.22
8455,"Bromus inermis",146,"Leaf carbon/nitrogen (C/N) ratio","%C/%N",5,20.3358646392822,TRUE,NA,"unpub.",0.934770511980302,19.2784786224365,21.7195777893066
8455,"Bromus inermis",146,"Leaf carbon/nitrogen (C/N) ratio","g/g",4,23.3932759119954,TRUE,NA,"unpub.; Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261",1.38332388231591,21.5512607962889,24.8771490011766
8455,"Bromus inermis",14,"Leaf nitrogen (N) content per leaf dry mass","%",18,1.9253777628832,TRUE,NA,"unpub.; Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.; Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.; Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261; Maire V, Ian J. Wright, I. Colin Prentice, Niels H. Batjes, Radika Bhaskar, Peter M. van Bodegom, Will K. Cornwell, David Ellsworth, Ülo Niinemets, Alejandro Ordoñez, Peter B. Reich, Louis S. Santiago (2015). Global soil and climate effects on leaf photosynthetic traits and rates. Global Ecology and Biogeography 24(6): 706-717. Maire V, Wright IJ, Prentice IC, Batjes NH, Bhaskar R, van Bodegom PM, Cornwell WK, Ellsworth D, Niinemets Ü, Ordoñez A, Reich PB, Santiago LS (2015) Data from: Global effects of soil and climate on leaf photosynthetic traits and rates. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.j42m7; Sodhi, DS,  Livingstone, SW,  Carboni, M,  Cadotte, MW.  Plant invasion alters trait composition and diversity across habitats. Ecol Evol.  2019; 9: 6199– 6210. https://doi.org/10.1002/ece3.5130",0.392959972936301,1.2732,2.7879
8455,"Bromus inermis",14,"Leaf nitrogen (N) content per leaf dry mass","g/g",9,0.0580976553923133,TRUE,NA,"unpub.",0.00870466717918112,0.0519280647249304,0.0798191094784657
8455,"Bromus inermis",14,"Leaf nitrogen (N) content per leaf dry mass","mg N g-1",1,15.9,TRUE,NA,"Atkin OK, KJ Bloomfield, PB Reich, MG Tjoelker, GP Asner, D Bonal, G Bönisch, M Bradford, LA Cernusak, EG Cosio, D Creek, KY Crous, T Domingues, JS Dukes, JJG Egerton, JR Evans, GD Farquhar, NM Fyllas, PPG Gauthier, E Gloor, TE Gimeno, K. Griffin, R Guerrieri, MA Heskel, C Huntingford, FY Ishida, J Kattge, H Lambers, MJ Liddell, CH Lusk, RE Martin, TC Maximov, AP Maksimov, Y Mahli, BE Medlyn, PMeir, LM Mercado, N Mirotchnick, D Ng, Ü Niinemets, OS O’Sullivan, OL Philips, L Poorter, P Poot, IC Prentice, N Salinas, LM. Rowland, MG Ryan, S Sitch, Martijn Slot, NG Smith, MH Turnbull , MC VanderWel, F Valladares, EJ Veneklaas, LK Weerasinghe, C Wirth, IJ Wright, K Wythers, J Xiang, S Xiang, and J Zaragoza-Castells (2015) Global variability in leaf respiration among plant functional types in relation to climate and leaf traits. New Phytologist DOI: 10.1111/nph.13253",NA,15.9,15.9
8455,"Bromus inermis",14,"Leaf nitrogen (N) content per leaf dry mass","mg g-1",1,21.87,TRUE,NA,"Craine JM, Towne EG, Ocheltree TW, Nippert JB (2012) Community traitscape of foliar nitrogen isotopes reveals N availability patterns in a tallgrass prairie. Plant Soil 356: 395-403",NA,21.87,21.87
8455,"Bromus inermis",14,"Leaf nitrogen (N) content per leaf dry mass","mg/g",5,24.851088,TRUE,NA,"Han, W. X., J. Y. Fang, D. L. Guo, and Y. Zhang. 2005. Leaf nitrogen and phosphorus stoichiometry across 753 terrestrial plant species in China. New Phytologist 168:377-385.; Reich, P. B., M. G. Tjoelker, K. S. Pregitzer, I. J. Wright, J. Oleksyn, and J. L. Machado. 2008. Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11:793-801.; Wenxuan Han, Yahan Chen, Fang-Jie Zhao, Luying Tang, Rongfeng Jiang and Fusuo Zhang, 2012, Floral, climatic and soil pH controls on leaf ash content in China’s terrestrial plants. Global Ecology and Biogeography, DOI: 10.1111/j.1466-8238.2011.00677.x",9.92622971080007,15.9,41.77093
8455,"Bromus inermis",152,"Leaf palatability","",1,6,TRUE,NA,"Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.",NA,6,6
8455,"Bromus inermis",679,"Plant palatability","",5,NA,FALSE,"None; Medium; High; No","Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",NA,NA,NA
8455,"Bromus inermis",33,"Seed (seedbank) longevity","text",1,NA,FALSE,"transient","Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.",NA,NA,NA
8455,"Bromus inermis",33,"Seed (seedbank) longevity","year",14,0,TRUE,NA,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",0,0,0
8455,"Bromus inermis",26,"Seed dry mass","1/pound",1,142880,TRUE,NA,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",NA,142880,142880
8455,"Bromus inermis",26,"Seed dry mass","g / 1000 seeds",14,2.85714285714286,TRUE,NA,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).; Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014; Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).",0.2314728284911,2.255,3.335
8455,"Bromus inermis",26,"Seed dry mass","mg",15,3.2226,TRUE,NA,"unpub.; Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.; Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.; Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396.",1.57882034624408,1.96,8.5
9372,"Calamovilfa longifolia",146,"Leaf carbon/nitrogen (C/N) ratio","g/g",8,34.3908080625,TRUE,NA,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",3.808188134308,28.6472412,38.7602965
9372,"Calamovilfa longifolia",14,"Leaf nitrogen (N) content per leaf dry mass","%",10,1.4392,TRUE,NA,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.; Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.; Maire V, Ian J. Wright, I. Colin Prentice, Niels H. Batjes, Radika Bhaskar, Peter M. van Bodegom, Will K. Cornwell, David Ellsworth, Ülo Niinemets, Alejandro Ordoñez, Peter B. Reich, Louis S. Santiago (2015). Global soil and climate effects on leaf photosynthetic traits and rates. Global Ecology and Biogeography 24(6): 706-717. Maire V, Wright IJ, Prentice IC, Batjes NH, Bhaskar R, van Bodegom PM, Cornwell WK, Ellsworth D, Niinemets Ü, Ordoñez A, Reich PB, Santiago LS (2015) Data from: Global effects of soil and climate on leaf photosynthetic traits and rates. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.j42m7",0.213602850584391,1.214,1.76
9372,"Calamovilfa longifolia",14,"Leaf nitrogen (N) content per leaf dry mass","mg N g-1",1,17.6,TRUE,NA,"Atkin OK, KJ Bloomfield, PB Reich, MG Tjoelker, GP Asner, D Bonal, G Bönisch, M Bradford, LA Cernusak, EG Cosio, D Creek, KY Crous, T Domingues, JS Dukes, JJG Egerton, JR Evans, GD Farquhar, NM Fyllas, PPG Gauthier, E Gloor, TE Gimeno, K. Griffin, R Guerrieri, MA Heskel, C Huntingford, FY Ishida, J Kattge, H Lambers, MJ Liddell, CH Lusk, RE Martin, TC Maximov, AP Maksimov, Y Mahli, BE Medlyn, PMeir, LM Mercado, N Mirotchnick, D Ng, Ü Niinemets, OS O’Sullivan, OL Philips, L Poorter, P Poot, IC Prentice, N Salinas, LM. Rowland, MG Ryan, S Sitch, Martijn Slot, NG Smith, MH Turnbull , MC VanderWel, F Valladares, EJ Veneklaas, LK Weerasinghe, C Wirth, IJ Wright, K Wythers, J Xiang, S Xiang, and J Zaragoza-Castells (2015) Global variability in leaf respiration among plant functional types in relation to climate and leaf traits. New Phytologist DOI: 10.1111/nph.13253",NA,17.6,17.6
9372,"Calamovilfa longifolia",14,"Leaf nitrogen (N) content per leaf dry mass","mg/g",1,17.6,TRUE,NA,"Reich, P. B., M. G. Tjoelker, K. S. Pregitzer, I. J. Wright, J. Oleksyn, and J. L. Machado. 2008. Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11:793-801.",NA,17.6,17.6
9372,"Calamovilfa longifolia",679,"Plant palatability","",5,NA,FALSE,"None; Medium; No","Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",NA,NA,NA
9372,"Calamovilfa longifolia",26,"Seed dry mass","1/pound",1,274000,TRUE,NA,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",NA,274000,274000
9372,"Calamovilfa longifolia",26,"Seed dry mass","g / 1000 seeds",4,1.08,TRUE,NA,"Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014; Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).",0,1.08,1.08
10588,"Carex obtusata",26,"Seed dry mass","g / 1000 seeds",4,1.84,TRUE,NA,"Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014; Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).",0,1.84,1.84
66404,"Carex pellita",14,"Leaf nitrogen (N) content per leaf dry mass","mg g-1",1,23.19,TRUE,NA,"Craine JM, Towne EG, Ocheltree TW, Nippert JB (2012) Community traitscape of foliar nitrogen isotopes reveals N availability patterns in a tallgrass prairie. Plant Soil 356: 395-403",NA,23.19,23.19
66404,"Carex pellita",26,"Seed dry mass","g / 1000 seeds",4,1.8,TRUE,NA,"Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014; Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).",0,1.8,1.8
10666,"Carex sp",14,"Leaf nitrogen (N) content per leaf dry mass","%",94,2.30075140106383,TRUE,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.; Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.; Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180; Sodhi, DS,  Livingstone, SW,  Carboni, M,  Cadotte, MW.  Plant invasion alters trait composition and diversity across habitats. Ecol Evol.  2019; 9: 6199– 6210. https://doi.org/10.1002/ece3.5130",0.552700770978077,1.22,4.5997107
10666,"Carex sp",14,"Leaf nitrogen (N) content per leaf dry mass","g/kg",5,13.4423076531988,TRUE,NA,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",4.54589283059793,6.70710928961749,18.6596855662778
11774,"Cerastium brachypodum",26,"Seed dry mass","g / 1000 seeds",5,0.058,TRUE,NA,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).; Royal Botanical Gardens KEW. Seed Information Database (SID), http://data.kew.org/sid/ accessed May 2014; Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).",0,0.058,0.058
12159,"Chenopodium album",146,"Leaf carbon/nitrogen (C/N) ratio","g/g",3,12.4975176180586,TRUE,NA,"Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261",0.207827741143993,12.2830293954088,12.6979737015084
